client_id,cin,prenom,nom,genre,date_naissance,ville,region,telephone,email,situation_professionnelle,situation_familiale,niveau_education,revenu_mensuel,agence_id,date_inscription,statut_client
CLI004781,M228504,Zineb,Zniber,F,1997-07-29,El Jadida,Casablanca-Settat,+212658848989,zineb.427@gmail.com,Retraité,Veuf/Veuve,Bac+2,7860.05,AG015,2020-04-03,Actif
CLI004782,L456840,Tariq,Senhaji,M,1976-11-08,Oujda,Oriental,+212662617417,tariq.118@gmail.com,Artisan,Célibataire,Sans diplôme,9844.97,AG002,2018-08-03,Actif
CLI004783,I713041,Sanaa,Cherkaoui,F,2008-10-02,Béni Mellal,Béni Mellal-Khénifra,+212664583262,sanaa.952@gmail.com,Fonctionnaire,Marié(e),Bac+2,2000,AG010,2015-01-22,Actif
CLI004784,N294649,Hicham,Tahiri,M,1962-06-29,Kénitra,Rabat-Salé-Kénitra,+212680707616,hicham.212@gmail.com,Artisan,Divorcé(e),Bac+3,2000,AG015,2017-09-24,Actif
CLI004785,D155807,Mehdi,Lahlou,M,1975-01-15,Oujda,Oriental,+212682178913,mehdi.966@gmail.com,Artisan,Veuf/Veuve,Bac+3,2000,AG002,2015-07-19,Actif
CLI004786,R980386,Samira,Tahiri,F,1973-05-20,Rabat,Rabat-Salé-Kénitra,+212623397425,samira.439@gmail.com,Retraité,Divorcé(e),Bac+2,12855.53,AG020,2017-05-12,Actif
CLI004787,P494682,Tariq,Benali,M,2000-11-12,Fès,Fès-Meknès,+212680197968,tariq.685@gmail.com,Commerçant,Veuf/Veuve,Bac+3,4248.31,AG010,2016-12-28,Actif
CLI004788,J236604,Rachid,Moussaoui,M,1973-03-09,Béni Mellal,Béni Mellal-Khénifra,+212667853091,rachid.415@gmail.com,Fonctionnaire,Marié(e),Bac+3,11432.04,AG004,2013-10-16,Inactif
CLI004789,N539118,Youssef,Benkirane,M,1975-01-26,Settat,Casablanca-Settat,+212641093288,youssef.622@gmail.com,Salarié secteur privé,Veuf/Veuve,Doctorat,2000,AG002,2019-03-14,Inactif
CLI004790,N491602,Mehdi,Tahiri,M,1969-08-19,Khouribga,Béni Mellal-Khénifra,+212669899271,mehdi.423@gmail.com,Salarié secteur privé,Divorcé(e),Bac+3,14323.62,AG014,2014-05-19,Actif
CLI004791,D848030,Meryem,Naciri,F,1977-11-21,Nador,Oriental,+212627069828,meryem.838@gmail.com,Fonctionnaire,Divorcé(e),Bac+5,9878.27,AG009,2010-08-18,Inactif
CLI004792,T191585,Sanaa,Benkirane,F,1978-12-04,Agadir,Souss-Massa,+212667778421,sanaa.278@gmail.com,Profession libérale,Marié(e),Bac+3,6597.31,AG004,2015-11-21,Actif
CLI004793,H313533,Mohammed,Senhaji,M,1997-11-29,Kénitra,Rabat-Salé-Kénitra,+212695604799,mohammed.780@gmail.com,Salarié secteur privé,Veuf/Veuve,Sans diplôme,11592.39,AG008,2021-07-03,Actif
CLI004794,A456707,Samir,Chraibi,M,1992-06-23,Béni Mellal,Béni Mellal-Khénifra,+212643345857,samir.663@gmail.com,Auto-entrepreneur,Célibataire,Bac+5,2000,AG011,2020-11-03,Actif
CLI004795,J747846,Driss,Moussaoui,M,1960-02-28,Béni Mellal,Béni Mellal-Khénifra,+212691184909,driss.373@gmail.com,Artisan,Célibataire,Sans diplôme,2441.01,AG002,2018-11-29,Inactif
CLI004796,M323252,Driss,Moussaoui,M,1987-02-28,Settat,Casablanca-Settat,+212698039014,driss.783@gmail.com,Salarié secteur privé,Divorcé(e),Sans diplôme,5441.39,AG010,2021-11-03,Actif
CLI004797,D310983,Tariq,Benali,M,1990-07-12,Marrakech,Marrakech-Safi,+212663334404,tariq.206@gmail.com,Commerçant,Divorcé(e),Bac+5,2000,AG012,2019-02-07,Actif
CLI004798,Z120824,Aisha,Senhaji,F,1981-01-31,Casablanca,Casablanca-Settat,+212685417756,aisha.940@gmail.com,Salarié secteur privé,Divorcé(e),Doctorat,2000,AG016,2021-07-20,Inactif
CLI004799,H626066,Naima,Benkirane,F,1977-09-15,Berrechid,Casablanca-Settat,+212618945182,naima.847@gmail.com,Fonctionnaire,Marié(e),Bac+3,11298.38,AG019,2011-03-15,Actif
CLI004800,Z667721,Hanane,El Ghazi,F,1979-02-09,Tétouan,Tanger-Tétouan-Al Hoceïma,+212692894609,hanane.24@gmail.com,Commerçant,Veuf/Veuve,Baccalauréat,13934.38,AG021,2017-07-20,Actif
CLI004801,L931779,Amine,Naciri,M,1966-11-11,Kénitra,Rabat-Salé-Kénitra,+212669755253,amine.656@gmail.com,Profession libérale,Marié(e),Bac+2,10872.58,AG012,2018-11-17,Actif
CLI004802,B476139,Houda,Alaoui,F,1993-12-26,Meknès,Fès-Meknès,+212628558823,houda.530@gmail.com,Salarié secteur privé,Veuf/Veuve,Baccalauréat,9462.34,AG015,2014-10-22,Actif
CLI004803,R975084,Leila,El Ouazzani,F,1996-04-29,Marrakech,Marrakech-Safi,+212663149514,leila.565@gmail.com,Retraité,Marié(e),Bac+3,10995.34,AG019,2015-06-09,Actif
CLI004804,K809533,Sanaa,El Amrani,F,1960-05-18,Rabat,Rabat-Salé-Kénitra,+212642536893,sanaa.277@gmail.com,Fonctionnaire,Célibataire,Bac+3,16622.2,AG005,2012-07-26,Actif
CLI004805,G350922,Nabil,El Ouazzani,M,1971-07-11,Béni Mellal,Béni Mellal-Khénifra,+212669972426,nabil.91@gmail.com,Auto-entrepreneur,Marié(e),Sans diplôme,9879.33,AG011,2012-10-10,Actif
CLI004806,A498346,Youssef,Senhaji,M,2002-12-24,Meknès,Fès-Meknès,+212635092296,youssef.544@gmail.com,Profession libérale,Veuf/Veuve,Baccalauréat,5513.03,AG017,2019-07-13,Actif
CLI004807,Y344599,Hamid,Alaoui,M,1991-01-04,El Jadida,Casablanca-Settat,+212616725402,hamid.482@gmail.com,Artisan,Célibataire,Bac+3,9065.74,AG001,2016-12-11,Actif
CLI004808,I338891,Khadija,Cherkaoui,F,1996-09-14,Nador,Oriental,+212653338251,khadija.829@gmail.com,Profession libérale,Marié(e),Bac+2,4601.08,AG012,2016-11-11,Blacklisté
CLI004809,N316726,Aisha,Benjelloun,F,1965-02-19,Nador,Oriental,+212662253532,aisha.20@gmail.com,Artisan,Célibataire,Sans diplôme,12153.06,AG003,2018-02-19,Inactif
CLI004810,A339080,Rachid,Kettani,M,1971-02-18,Marrakech,Marrakech-Safi,+212676706518,rachid.164@gmail.com,Artisan,Divorcé(e),Bac+3,4034.69,AG008,2014-04-05,Blacklisté
CLI004811,A317326,Driss,El Ghazi,M,1991-11-18,Marrakech,Marrakech-Safi,+212646484264,driss.993@gmail.com,Fonctionnaire,Célibataire,Bac+3,10631.21,AG005,2023-05-04,Actif
CLI004812,J681412,Siham,Benhaddou,F,1979-08-19,Casablanca,Casablanca-Settat,+212623381341,siham.644@gmail.com,Salarié secteur privé,Veuf/Veuve,Bac+5,7644.31,AG018,2013-01-24,Actif
CLI004813,L653748,Youssef,Benkirane,M,1983-01-12,Marrakech,Marrakech-Safi,+212641368078,youssef.199@gmail.com,Auto-entrepreneur,Divorcé(e),Bac+3,4864.49,AG013,2015-07-12,Inactif
CLI004814,T317827,Houda,El Amrani,F,2002-08-20,Béni Mellal,Béni Mellal-Khénifra,+212613534135,houda.758@gmail.com,Artisan,Marié(e),Bac+3,4526.31,AG001,2012-11-20,Actif
CLI004815,A650307,Latifa,Senhaji,F,1993-10-20,Salé,Rabat-Salé-Kénitra,+212632424454,latifa.381@gmail.com,Retraité,Veuf/Veuve,Sans diplôme,8658.77,AG010,2016-01-11,Actif
CLI004816,H485060,Naima,Cherkaoui,F,1969-09-10,Tétouan,Tanger-Tétouan-Al Hoceïma,+212678702685,naima.553@gmail.com,Artisan,Divorcé(e),Baccalauréat,13868.21,AG004,2022-07-08,Actif
CLI004817,Z719140,Leila,Cherkaoui,F,1986-04-02,Rabat,Rabat-Salé-Kénitra,+212645432129,leila.763@gmail.com,Profession libérale,Marié(e),Sans diplôme,6275.53,AG004,2016-04-25,Actif
CLI004818,Z849529,Khadija,Benjelloun,F,1997-01-19,Casablanca,Casablanca-Settat,+212686972600,khadija.235@gmail.com,Retraité,Divorcé(e),Bac+3,3942.47,AG015,2018-03-31,Actif
CLI004819,H731536,Fatima,Zniber,F,1977-08-14,Casablanca,Casablanca-Settat,+212655034135,fatima.299@gmail.com,Retraité,Divorcé(e),Doctorat,2704.75,AG007,2014-01-25,Actif
CLI004820,N342543,Hicham,Skalli,M,1987-12-10,Casablanca,Casablanca-Settat,+212669554698,hicham.810@gmail.com,Retraité,Célibataire,Doctorat,8700.0,AG013,2014-11-14,Actif
CLI004821,W425092,Hamid,Skalli,M,2004-09-16,Settat,Casablanca-Settat,+212656711310,hamid.807@gmail.com,Fonctionnaire,Marié(e),Bac+2,4590.69,AG017,2011-05-22,Actif
CLI004822,A685558,Najat,Benkirane,F,1980-09-30,Fès,Fès-Meknès,+212644748528,najat.335@gmail.com,Profession libérale,Marié(e),Sans diplôme,13036.07,AG021,2022-04-03,Actif
CLI004823,Q519220,Omar,Bensouda,M,1986-02-03,Rabat,Rabat-Salé-Kénitra,+212644491878,omar.823@gmail.com,Artisan,Célibataire,Bac+5,11039.68,AG009,2021-09-10,Inactif
CLI004824,D794062,Samira,Lahlou,F,1960-08-11,Khouribga,Béni Mellal-Khénifra,+212684042397,samira.692@gmail.com,Artisan,Divorcé(e),Doctorat,5447.09,AG004,2015-11-01,Actif
CLI004825,N328709,Houda,El Amrani,F,1966-08-21,Oujda,Oriental,+212634190820,houda.962@gmail.com,Auto-entrepreneur,Divorcé(e),Doctorat,14358.27,AG021,2019-03-26,Inactif
CLI004826,R502178,Samira,Zniber,F,1985-01-27,Meknès,Fès-Meknès,+212662491110,samira.472@gmail.com,Fonctionnaire,Veuf/Veuve,Sans diplôme,3641.05,AG008,2020-10-11,Inactif
CLI004827,I605931,Omar,Bensouda,M,1979-11-16,Agadir,Souss-Massa,+212687574377,omar.980@gmail.com,Profession libérale,Divorcé(e),Bac+2,6467.86,AG004,2017-03-19,Actif
CLI004828,W266385,Aisha,Lahlou,F,2000-12-30,Nador,Oriental,+212666233517,aisha.965@gmail.com,Fonctionnaire,Célibataire,Bac+5,7374.13,AG005,2014-07-25,Inactif
CLI004829,G336839,Meryem,Tahiri,F,1988-07-11,Casablanca,Casablanca-Settat,+212691483974,meryem.522@gmail.com,Salarié secteur privé,Divorcé(e),Bac+3,2000,AG008,2023-04-14,Actif
CLI004830,W892470,Nadia,Lahlou,F,1979-06-18,Tanger,Tanger-Tétouan-Al Hoceïma,+212652363709,nadia.984@gmail.com,Profession libérale,Célibataire,Sans diplôme,13294.17,AG014,2014-04-07,Actif
CLI004831,V563204,Karima,Benkirane,F,1960-10-19,Settat,Casablanca-Settat,+212672506415,karima.855@gmail.com,Salarié secteur privé,Veuf/Veuve,Baccalauréat,6637.19,AG004,2021-04-17,Actif
CLI004832,E782300,Hicham,El Ghazi,M,2008-04-13,Rabat,Rabat-Salé-Kénitra,+212672361219,hicham.524@gmail.com,Auto-entrepreneur,Veuf/Veuve,Sans diplôme,9482.39,AG003,2019-01-03,Actif
CLI004833,Y846591,Amine,Naciri,M,2005-02-09,Agadir,Souss-Massa,+212646036538,amine.38@gmail.com,Auto-entrepreneur,Marié(e),Bac+3,6735.19,AG021,2015-03-04,Actif
CLI004834,X668518,Hicham,El Ghazi,M,1984-11-11,Meknès,Fès-Meknès,+212686043888,hicham.476@gmail.com,Commerçant,Marié(e),Bac+2,5010.94,AG021,2022-06-15,Actif
CLI004835,U363235,Wafa,Bensouda,F,1969-04-12,Salé,Rabat-Salé-Kénitra,+212634050174,wafa.516@gmail.com,Artisan,Veuf/Veuve,Bac+3,5926.09,AG011,2010-01-12,Actif
CLI004836,R642093,Leila,Tazi,F,1991-09-21,Berrechid,Casablanca-Settat,+212651859649,leila.993@gmail.com,Commerçant,Marié(e),Bac+5,14445.56,AG005,2019-03-05,Actif
CLI004837,M790783,Rachid,Berrada,M,1998-10-26,Oujda,Oriental,+212616969884,rachid.533@gmail.com,Salarié secteur privé,Divorcé(e),Bac+2,8935.5,AG010,2014-07-27,Actif
CLI004838,E934921,Khalid,Benkirane,M,2001-09-25,Casablanca,Casablanca-Settat,+212641358078,khalid.366@gmail.com,Profession libérale,Célibataire,Bac+5,10282.76,AG005,2016-08-27,Actif
CLI004839,F690978,Siham,Zniber,F,1978-01-27,Nador,Oriental,+212620642203,siham.826@gmail.com,Fonctionnaire,Célibataire,Bac+2,6206.25,AG005,2016-03-11,Actif
CLI004840,B494967,Fatima,Fassi,F,1965-10-13,Rabat,Rabat-Salé-Kénitra,+212648382243,fatima.437@gmail.com,Auto-entrepreneur,Divorcé(e),Baccalauréat,2000,AG003,2022-11-23,Actif
CLI004841,N938852,Khalid,Idrissi,M,1991-05-19,El Jadida,Casablanca-Settat,+212691812781,khalid.976@gmail.com,Fonctionnaire,Célibataire,Bac+3,7957.16,AG014,2013-06-12,Inactif
CLI004842,B298855,Naima,Benkirane,F,1992-09-23,Nador,Oriental,+212616440218,naima.451@gmail.com,Salarié secteur privé,Célibataire,Sans diplôme,10811.36,AG019,2021-02-10,Inactif
CLI004843,X235410,Naima,Benhaddou,F,1986-09-11,Khouribga,Béni Mellal-Khénifra,+212670815276,naima.569@gmail.com,Commerçant,Marié(e),Bac+3,14918.14,AG003,2015-03-29,Blacklisté
CLI004844,W165623,Aisha,Tahiri,F,1991-03-13,El Jadida,Casablanca-Settat,+212673409073,aisha.863@gmail.com,Auto-entrepreneur,Célibataire,Bac+5,3517.41,AG018,2012-05-25,Actif
CLI004845,U550192,Siham,Idrissi,F,1987-03-31,Marrakech,Marrakech-Safi,+212641655142,siham.617@gmail.com,Fonctionnaire,Veuf/Veuve,Bac+5,6292.76,AG009,2022-05-02,Actif
CLI004846,L999706,Aisha,Kettani,F,1997-10-11,El Jadida,Casablanca-Settat,+212633733169,aisha.780@gmail.com,Salarié secteur privé,Célibataire,Sans diplôme,6922.76,AG001,2011-10-10,Actif
CLI004847,Q455683,Aisha,El Filali,F,1958-12-31,Salé,Rabat-Salé-Kénitra,+212615160710,aisha.830@gmail.com,Salarié secteur privé,Marié(e),Bac+3,3248.16,AG001,2019-09-28,Inactif
CLI004848,S186287,Aisha,El Amrani,F,1992-12-13,Salé,Rabat-Salé-Kénitra,+212629022620,aisha.810@gmail.com,Auto-entrepreneur,Veuf/Veuve,Doctorat,2000,AG010,2014-08-09,Actif
CLI004849,X388422,Siham,Lahlou,F,1995-01-09,Oujda,Oriental,+212610554038,siham.96@gmail.com,Fonctionnaire,Veuf/Veuve,Doctorat,9905.54,AG001,2019-07-02,Actif
CLI004850,S270257,Nadia,Benjelloun,F,1991-02-24,Tanger,Tanger-Tétouan-Al Hoceïma,+212662039343,nadia.138@gmail.com,Salarié secteur privé,Célibataire,Baccalauréat,10241.63,AG010,2018-09-12,Actif
CLI004851,S624837,Hamid,Kettani,M,1999-10-18,Berrechid,Casablanca-Settat,+212627583157,hamid.515@gmail.com,Salarié secteur privé,Célibataire,Bac+5,8294.17,AG001,2019-10-22,Actif
CLI004852,S172357,Siham,Chraibi,F,1972-03-26,Kénitra,Rabat-Salé-Kénitra,+212656861812,siham.949@gmail.com,Profession libérale,Marié(e),Doctorat,10238.31,AG014,2018-03-07,Actif
CLI004853,V749756,Sanaa,Alaoui,F,2001-12-11,Berrechid,Casablanca-Settat,+212691582608,sanaa.534@gmail.com,Artisan,Célibataire,Doctorat,10732.48,AG007,2021-11-16,Actif
CLI004854,R643996,Mehdi,Fassi,M,1972-09-25,Tanger,Tanger-Tétouan-Al Hoceïma,+212696314291,mehdi.781@gmail.com,Fonctionnaire,Marié(e),Doctorat,6047.82,AG015,2012-12-01,Actif
CLI004855,Z395132,Rachid,Benali,M,1997-05-15,Berrechid,Casablanca-Settat,+212655024899,rachid.706@gmail.com,Commerçant,Veuf/Veuve,Bac+2,5561.15,AG012,2011-02-10,Actif
CLI004856,Z599973,Meryem,El Amrani,F,1992-10-08,Oujda,Oriental,+212631225952,meryem.743@gmail.com,Retraité,Divorcé(e),Bac+5,10518.21,AG020,2010-11-29,Inactif
CLI004857,Q692408,Meryem,Zniber,F,1997-02-21,Casablanca,Casablanca-Settat,+212676537411,meryem.769@gmail.com,Commerçant,Marié(e),Doctorat,3016.34,AG013,2012-03-14,Inactif
CLI004858,P736077,Hamid,Berrada,M,1982-04-04,Kénitra,Rabat-Salé-Kénitra,+212628749173,hamid.509@gmail.com,Auto-entrepreneur,Divorcé(e),Baccalauréat,8886.79,AG015,2017-09-01,Actif
CLI004859,J387284,Hassan,El Filali,M,2006-08-18,Béni Mellal,Béni Mellal-Khénifra,+212673928545,hassan.741@gmail.com,Salarié secteur privé,Marié(e),Baccalauréat,8682.51,AG013,2017-09-29,Inactif
CLI004860,T270072,Aisha,El Amrani,F,1976-09-21,Salé,Rabat-Salé-Kénitra,+212618070642,aisha.594@gmail.com,Salarié secteur privé,Marié(e),Bac+2,10151.91,AG017,2019-05-04,Actif
CLI004861,S471860,Khadija,Benjelloun,F,2008-12-18,Tanger,Tanger-Tétouan-Al Hoceïma,+212678127239,khadija.804@gmail.com,Retraité,Veuf/Veuve,Sans diplôme,12041.82,AG014,2020-11-12,Actif
CLI004862,R702650,Youssef,Kettani,M,1999-04-29,Oujda,Oriental,+212677076096,youssef.571@gmail.com,Auto-entrepreneur,Marié(e),Bac+3,5477.95,AG008,2016-01-17,Inactif
CLI004863,S760533,Karima,Bensouda,F,1978-08-02,Tanger,Tanger-Tétouan-Al Hoceïma,+212696762910,karima.250@gmail.com,Salarié secteur privé,Célibataire,Bac+2,11251.97,AG010,2018-12-02,Actif
CLI004864,Z208430,Fatima,Benhaddou,F,1958-06-01,Kénitra,Rabat-Salé-Kénitra,+212688573445,fatima.280@gmail.com,Profession libérale,Célibataire,Bac+3,9511.44,AG002,2017-05-11,Actif
CLI004865,V479578,Houda,El Amrani,F,1996-05-20,Agadir,Souss-Massa,+212617811111,houda.790@gmail.com,Profession libérale,Célibataire,Bac+3,9226.98,AG004,2010-03-29,Blacklisté
CLI004866,D583630,Leila,Lahlou,F,1968-05-23,Settat,Casablanca-Settat,+212645176979,leila.7@gmail.com,Profession libérale,Divorcé(e),Bac+3,6997.99,AG019,2022-06-22,Actif
CLI004867,C541512,Youssef,Berrada,M,1987-07-11,Fès,Fès-Meknès,+212638797730,youssef.764@gmail.com,Fonctionnaire,Marié(e),Bac+5,2821.49,AG018,2016-07-07,Actif
CLI004868,I989668,Fatima,Alaoui,F,2008-03-18,Rabat,Rabat-Salé-Kénitra,+212684108167,fatima.562@gmail.com,Artisan,Marié(e),Bac+5,18592.56,AG016,2020-03-17,Actif
CLI004869,W463888,Meryem,Lahlou,F,1971-10-15,Settat,Casablanca-Settat,+212683717677,meryem.417@gmail.com,Auto-entrepreneur,Célibataire,Bac+3,12074.36,AG011,2014-05-04,Inactif
CLI004870,X988097,Meryem,Bensouda,F,1955-08-04,Oujda,Oriental,+212637425327,meryem.955@gmail.com,Fonctionnaire,Marié(e),Sans diplôme,9380.2,AG014,2010-10-31,Actif
CLI004871,H536983,Mohammed,Bakkali,M,1993-05-31,Nador,Oriental,+212621395064,mohammed.607@gmail.com,Retraité,Divorcé(e),Doctorat,13053.03,AG003,2020-12-12,Actif
CLI004872,M311022,Hassan,El Ghazi,M,1970-12-06,Berrechid,Casablanca-Settat,+212678575242,hassan.704@gmail.com,Salarié secteur privé,Marié(e),Bac+3,17469.16,AG010,2023-05-21,Actif
CLI004873,F278005,Driss,El Ghazi,M,1975-09-19,Rabat,Rabat-Salé-Kénitra,+212667825059,driss.323@gmail.com,Retraité,Célibataire,Doctorat,4793.73,AG015,2011-09-03,Actif
CLI004874,N345472,Samir,Zniber,M,2002-08-29,Settat,Casablanca-Settat,+212681298554,samir.110@gmail.com,Fonctionnaire,Marié(e),Sans diplôme,12624.34,AG011,2014-06-04,Actif
CLI004875,R769711,Nabil,Alaoui,M,1993-03-08,Tanger,Tanger-Tétouan-Al Hoceïma,+212634848676,nabil.940@gmail.com,Fonctionnaire,Célibataire,Bac+3,13494.47,AG007,2011-02-03,Actif
CLI004876,E376733,Youssef,Cherkaoui,M,1969-12-07,Tanger,Tanger-Tétouan-Al Hoceïma,+212636684604,youssef.765@gmail.com,Auto-entrepreneur,Veuf/Veuve,Bac+2,9439.03,AG005,2011-12-17,Inactif
CLI004877,F149391,Ahmed,El Ghazi,M,1957-11-05,Marrakech,Marrakech-Safi,+212656710059,ahmed.721@gmail.com,Salarié secteur privé,Célibataire,Bac+5,9036.5,AG019,2019-12-08,Actif
CLI004878,Q942529,Meryem,El Ouazzani,F,2000-04-03,Kénitra,Rabat-Salé-Kénitra,+212694258811,meryem.127@gmail.com,Salarié secteur privé,Célibataire,Bac+2,4980.5,AG001,2010-08-19,Actif
CLI004879,F628128,Meryem,Benkirane,F,1969-07-01,Agadir,Souss-Massa,+212654493493,meryem.62@gmail.com,Profession libérale,Marié(e),Bac+3,9478.28,AG015,2017-09-15,Inactif
CLI004880,H684807,Amine,Benali,M,2007-11-05,Rabat,Rabat-Salé-Kénitra,+212668897926,amine.632@gmail.com,Profession libérale,Célibataire,Bac+2,8580.97,AG020,2020-11-17,Blacklisté
CLI004881,I499966,Meryem,Tahiri,F,1957-10-29,Marrakech,Marrakech-Safi,+212682219195,meryem.514@gmail.com,Auto-entrepreneur,Célibataire,Bac+3,5675.44,AG011,2016-03-09,Actif
CLI004882,Z410217,Ahmed,Moussaoui,M,2004-11-02,El Jadida,Casablanca-Settat,+212642134625,ahmed.348@gmail.com,Profession libérale,Célibataire,Baccalauréat,10479.33,AG015,2015-02-06,Actif
CLI004883,B471156,Bilal,Fassi,M,1982-01-07,Agadir,Souss-Massa,+212640810246,bilal.700@gmail.com,Fonctionnaire,Divorcé(e),Bac+3,3818.83,AG011,2020-08-10,Actif
CLI004884,G778096,Mehdi,Kettani,M,1986-12-11,Oujda,Oriental,+212646257661,mehdi.864@gmail.com,Salarié secteur privé,Divorcé(e),Bac+5,4355.18,AG011,2019-06-17,Actif
CLI004885,A564003,Omar,Benkirane,M,1986-06-03,El Jadida,Casablanca-Settat,+212658431842,omar.484@gmail.com,Artisan,Veuf/Veuve,Baccalauréat,3541.51,AG015,2020-02-06,Actif
CLI004886,Y898293,Meryem,El Amrani,F,1980-07-28,Rabat,Rabat-Salé-Kénitra,+212643539303,meryem.22@gmail.com,Artisan,Marié(e),Doctorat,8701.61,AG012,2013-11-14,Actif
CLI004887,O662416,Siham,Benali,F,1999-11-29,Tanger,Tanger-Tétouan-Al Hoceïma,+212611256772,siham.739@gmail.com,Artisan,Veuf/Veuve,Sans diplôme,4715.96,AG014,2011-06-21,Actif
CLI004888,W589003,Hicham,Benhaddou,M,1977-01-05,Kénitra,Rabat-Salé-Kénitra,+212652235050,hicham.63@gmail.com,Retraité,Veuf/Veuve,Bac+2,14770.18,AG017,2015-11-05,Actif
CLI004889,F519311,Hanane,Kettani,F,2007-12-30,Meknès,Fès-Meknès,+212633427953,hanane.425@gmail.com,Auto-entrepreneur,Marié(e),Bac+5,6731.5,AG012,2015-11-18,Actif
CLI004890,W745611,Abdelkader,Cherkaoui,M,1971-12-03,Meknès,Fès-Meknès,+212650835763,abdelkader.973@gmail.com,Salarié secteur privé,Divorcé(e),Bac+2,14492.73,AG006,2016-04-07,Actif
CLI004891,T734155,Adil,Cherkaoui,M,1997-04-03,Settat,Casablanca-Settat,+212665242926,adil.121@gmail.com,Auto-entrepreneur,Veuf/Veuve,Sans diplôme,11256.54,AG002,2020-03-07,Actif
CLI004892,O170778,Omar,Moussaoui,M,1999-03-11,Meknès,Fès-Meknès,+212673289774,omar.675@gmail.com,Profession libérale,Veuf/Veuve,Doctorat,10038.44,AG017,2021-04-01,Actif
CLI004893,P247611,Amine,Benhaddou,M,1960-03-29,Meknès,Fès-Meknès,+212684385976,amine.306@gmail.com,Salarié secteur privé,Célibataire,Bac+5,14501.87,AG021,2022-11-18,Actif
CLI004894,Y385092,Nadia,Zniber,F,1957-04-30,Kénitra,Rabat-Salé-Kénitra,+212661564119,nadia.683@gmail.com,Artisan,Célibataire,Bac+2,10457.49,AG001,2023-02-19,Actif
CLI004895,Y726078,Hassan,Benkirane,M,1988-02-29,El Jadida,Casablanca-Settat,+212636522736,hassan.472@gmail.com,Retraité,Divorcé(e),Sans diplôme,11131.68,AG015,2013-07-05,Actif
CLI004896,D530242,Meryem,Naciri,F,1970-07-21,Casablanca,Casablanca-Settat,+212623977621,meryem.508@gmail.com,Artisan,Marié(e),Baccalauréat,4293.43,AG016,2016-01-07,Actif
CLI004897,G897060,Leila,El Amrani,F,2005-12-23,Rabat,Rabat-Salé-Kénitra,+212625555001,leila.692@gmail.com,Profession libérale,Marié(e),Bac+2,6647.75,AG004,2010-05-02,Inactif
CLI004898,Q490818,Hanane,El Ghazi,F,1956-10-02,Settat,Casablanca-Settat,+212652614720,hanane.47@gmail.com,Fonctionnaire,Marié(e),Sans diplôme,10510.14,AG008,2015-10-18,Actif
CLI004899,G960791,Imane,Lahlou,F,1965-10-15,Khouribga,Béni Mellal-Khénifra,+212623299527,imane.332@gmail.com,Retraité,Célibataire,Sans diplôme,11216.93,AG016,2017-09-23,Actif
CLI004900,E966673,Hicham,El Amrani,M,1994-02-18,Tanger,Tanger-Tétouan-Al Hoceïma,+212620990231,hicham.147@gmail.com,Salarié secteur privé,Marié(e),Doctorat,6040.19,AG004,2022-01-24,Inactif
CLI004901,N818538,Tariq,Lahlou,M,1959-04-23,Agadir,Souss-Massa,+212686848591,tariq.374@gmail.com,Retraité,Veuf/Veuve,Bac+2,4745.42,AG015,2020-11-06,Actif
CLI004902,A946189,Karima,Benali,F,1967-08-16,Settat,Casablanca-Settat,+212668549097,karima.870@gmail.com,Profession libérale,Veuf/Veuve,Baccalauréat,2917.84,AG014,2018-03-29,Actif
CLI004903,D763342,Najat,El Ouazzani,F,2007-11-18,Tétouan,Tanger-Tétouan-Al Hoceïma,+212624547754,najat.113@gmail.com,Salarié secteur privé,Célibataire,Bac+3,11495.82,AG017,2013-04-27,Actif
CLI004904,S822153,Nabil,Chraibi,M,1961-05-13,Settat,Casablanca-Settat,+212665009042,nabil.436@gmail.com,Retraité,Célibataire,Bac+3,3288.89,AG014,2011-04-27,Actif
CLI004905,N170985,Hicham,Cherkaoui,M,1976-07-11,Berrechid,Casablanca-Settat,+212670487823,hicham.80@gmail.com,Fonctionnaire,Divorcé(e),Bac+2,13557.63,AG002,2020-06-09,Inactif
CLI004906,T222367,Wafa,Naciri,F,2006-06-20,Tétouan,Tanger-Tétouan-Al Hoceïma,+212674245042,wafa.980@gmail.com,Profession libérale,Marié(e),Bac+3,2000,AG009,2014-05-23,Blacklisté
CLI004907,Q647288,Hamid,Benhaddou,M,1982-07-13,Tétouan,Tanger-Tétouan-Al Hoceïma,+212651981711,hamid.608@gmail.com,Profession libérale,Célibataire,Sans diplôme,7608.63,AG017,2014-08-24,Actif
CLI004908,X815146,Mehdi,Benjelloun,M,1994-03-07,Kénitra,Rabat-Salé-Kénitra,+212652070181,mehdi.502@gmail.com,Profession libérale,Célibataire,Baccalauréat,10513.57,AG017,2018-06-23,Actif
CLI004909,G680434,Siham,El Ghazi,F,1969-06-28,Oujda,Oriental,+212662723273,siham.337@gmail.com,Commerçant,Marié(e),Bac+3,18196.75,AG001,2011-05-15,Actif
CLI004910,O779654,Tariq,Idrissi,M,2002-02-07,Agadir,Souss-Massa,+212627907021,tariq.269@gmail.com,Profession libérale,Veuf/Veuve,Bac+3,8611.97,AG003,2023-08-31,Blacklisté
